,filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity,average_clustering,average_shortest_path_length,density,average_degree_connectivity,transitivity,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,filename,weighted
2868,,,0.3,0.5861788678281322,0.7001553599171414,,1.001610530391018,,0.9966487238854612,0.7745952395033352,1.0011878835874084,1352,0,579,0,0.7001553599171414,1.0,0.8236369174535486,grid_graph700,True
2869,,,0.4,0.6050613582055504,0.6000887705281847,,1.0031143490115884,,0.9967453344822982,0.9250926115939235,1.00325682382134,1352,0,901,0,0.6000887705281847,1.0,0.7500693481276005,grid_graph700,True
2870,,,0.5,0.619940041099921,0.503725782414307,,1.0060790492199787,,0.9971099460108562,1.1372905926148116,1.0058906948838224,1352,20,1332,0,0.503725782414307,1.0,0.6699702675916749,grid_graph700,True
2871,,,,1.000000012802683e-10,0.020710059171597635,,1.0,,0.9942309870937944,0.3358024691358025,1.0,,,,,,,,grid_graph700,True
2872,,,0.1,1.0000000127538404e-10,0.020664206642066422,,1.0,,0.9941823609563197,0.3355555555555555,1.0,28,147,3,1324,0.9032258064516129,0.020710059171597635,0.04049168474331164,grid_graph700,True
2873,,,0.2,1.0000000127300194e-10,0.020603384841795438,,1.0,,0.9941663377221964,0.3352941176470588,1.0,28,331,7,1324,0.8,0.020710059171597635,0.04037490987743331,grid_graph700,True
2874,,,0.3,1.0000000127214325e-10,0.020527859237536656,,1.0,,0.9941615081659778,0.335042735042735,1.0,28,567,12,1324,0.7,0.020710059171597635,0.040229885057471264,grid_graph700,True
2875,,,0.4,1.0000000127132577e-10,0.020512820512820513,,1.0,,0.994157255805788,0.33499999999999996,1.0,28,888,13,1324,0.6829268292682927,0.020710059171597635,0.04020100502512563,grid_graph700,True
2876,,,0.5,1.0000000127281081e-10,0.020363636363636365,,1.0,,0.9941654968559781,0.33466666666666667,1.0,28,1329,23,1324,0.5490196078431373,0.020710059171597635,0.03991446899501069,grid_graph700,True
2877,,,0.1,1.0000000091103406e-10,0.0,,,,,,,0,3,0,28,0.0,0.0,0.0,grid_graph700,True
2878,,,0.2,1.0000000091103406e-10,0.0,,,,,,,0,7,0,28,0.0,0.0,0.0,grid_graph700,True
2879,,,0.3,1.0000000091103406e-10,0.0,,,,,,,0,12,0,28,0.0,0.0,0.0,grid_graph700,True
