filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity_original,degree_assortativity_filtered,average_clustering_original,average_clustering_filtered,average_shortest_path_length_original,average_shortest_path_length_filtered,density_original,density_filtered,average_degree_connectivity_original,average_degree_connectivity_filtered,transitivity_original,transitivity_filtered,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,RMSE,filename,weighted
mst,bench_noise_filtering,0.1,0.13527054891924847,0.3522727272727273,-0.18878015923554,-0.24750270966985966,0.12235735832794653,0.0,3.2112060301507537,9.87391959798995,0.019899497487437186,0.01,8.417251007658038,2.74948784623231,0.0380479735318445,0.0,178,19483,21,218,0.8944723618090452,0.4494949494949495,0.5983193277310924,0.10959037481118623,barabasi_albert_graph200,True
mst,bench_noise_filtering,0.2,0.12847924214785883,0.30196936542669583,-0.18878015923554,-0.26155549849136556,0.12235735832794653,0.0,3.2112060301507537,13.508090452261307,0.019899497487437186,0.01,8.417251007658038,2.6463127277731777,0.0380479735318445,0.0,160,19465,39,236,0.8040201005025126,0.40404040404040403,0.5378151260504201,0.11755464889738276,barabasi_albert_graph200,True
mst,bench_noise_filtering,0.3,0.1070387557103022,0.24476987447698745,-0.18878015923554,-0.25162855474190216,0.12235735832794653,0.0,3.2112060301507537,16.729095477386934,0.019899497487437186,0.01,8.417251007658038,2.5316737039643447,0.0380479735318445,0.0,137,19442,62,259,0.6884422110552764,0.34595959595959597,0.46050420168067224,0.12700650875577857,barabasi_albert_graph200,True
mst,bench_noise_filtering,0.4,0.15942149199944675,0.19718309859154928,-0.18878015923554,-0.21332314116414322,0.12235735832794653,0.0,3.2112060301507537,13.455226130653266,0.019899497487437186,0.01,8.417251007658038,2.4844438945083067,0.0380479735318445,0.0,120,19425,79,276,0.6030150753768844,0.30303030303030304,0.40336134453781514,0.13356345300979416,barabasi_albert_graph200,True
mst,bench_noise_filtering,0.5,0.05797081493301293,0.14864864864864866,-0.18878015923554,-0.21927077816147944,0.12235735832794653,0.0,3.2112060301507537,13.59537688442211,0.019899497487437186,0.01,8.417251007658038,2.563628779441829,0.0380479735318445,0.0,101,19406,98,295,0.507537688442211,0.255050505050505,0.33949579831932775,0.14053022350581018,barabasi_albert_graph200,True
mst,bench_net2net_filtering,,0.09857821844905906,0.4099526066350711,-0.18878015923554,-0.2575173724154863,0.12235735832794653,0.0,3.2112060301507537,12.42,0.019899497487437186,0.01,8.417251007658038,2.789313141343926,0.0380479735318445,0.0,199,19504,0,197,1.0,0.5025252525252525,0.66890756302521,0.0994962184579755,barabasi_albert_graph200,True
mst,bench_structural_noise_filtering,0.1,0.7621077869682765,0.8598130841121495,-0.2575173724154863,-0.25944999306422545,0.0,0.0,12.42,12.060452261306533,0.01,0.01,2.789313141343926,2.6892459538242006,0.0,0.0,187,19689,12,12,0.9396984924623115,0.9396984924623115,0.9396984924623115,0.034727944810393964,barabasi_albert_graph200,True
mst,bench_structural_noise_filtering,0.2,0.8330906251146805,0.7847533632286996,-0.2575173724154863,-0.24854325802506166,0.0,0.0,12.42,10.182713567839196,0.01,0.01,2.789313141343926,2.743117840131222,0.0,0.0,177,19679,22,22,0.8894472361809045,0.8894472361809045,0.8894472361809045,0.047021859558953105,barabasi_albert_graph200,True
mst,bench_structural_noise_filtering,0.3,0.761108697643953,0.6514522821576764,-0.2575173724154863,-0.25525826597322315,0.0,0.0,12.42,11.365628140703517,0.01,0.01,2.789313141343926,2.7245146520146526,0.0,0.0,162,19664,37,37,0.8140703517587939,0.8140703517587939,0.8140703517587939,0.06098026701174832,barabasi_albert_graph200,True
mst,bench_structural_noise_filtering,0.4,0.7640366510404026,0.5366795366795367,-0.2575173724154863,-0.26815151276660326,0.0,0.0,12.42,13.121306532663317,0.01,0.01,2.789313141343926,2.6322701285642465,0.0,0.0,146,19648,53,53,0.7336683417085427,0.7336683417085427,0.7336683417085427,0.07298378700663008,barabasi_albert_graph200,True
mst,bench_structural_noise_filtering,0.5,0.6906638668281389,0.4265232974910394,-0.2575173724154863,-0.2355687876127587,0.0,0.0,12.42,11.606633165829146,0.01,0.01,2.789313141343926,2.5111302867024268,0.0,0.0,127,19629,72,72,0.6381909547738693,0.6381909547738693,0.6381909547738693,0.0850657446010003,barabasi_albert_graph200,True
threshold,bench_noise_filtering,0.1,0.18159336770571602,0.4819277108433735,-0.18878015923554,-0.18855557476171264,0.12235735832794653,0.027629140754998876,3.2112060301507537,,0.019899497487437186,0.011005025125628141,8.417251007658038,4.306357242182801,0.0380479735318445,0.01834862385321101,200,19485,19,196,0.91324200913242,0.5050505050505051,0.6504065040650406,0.10394238837212906,barabasi_albert_graph200,True
threshold,bench_noise_filtering,0.2,0.21208262615171244,0.45454545454545453,-0.18878015923554,-0.17392393216687976,0.12235735832794653,0.036513982965928046,3.2112060301507537,,0.019899497487437186,0.012261306532663316,8.417251007658038,4.472326210868248,0.0380479735318445,0.024390243902439025,200,19460,44,196,0.819672131147541,0.5050505050505051,0.625,0.10981940405746922,barabasi_albert_graph200,True
threshold,bench_noise_filtering,0.3,0.22882689163134973,0.4192872117400419,-0.18878015923554,-0.12653863548438077,0.12235735832794653,0.044862500390532425,3.2112060301507537,,0.019899497487437186,0.014120603015075377,8.417251007658038,4.599183077063707,0.0380479735318445,0.028846153846153848,200,19423,81,196,0.7117437722419929,0.5050505050505051,0.5908419497784343,0.1179813459405755,barabasi_albert_graph200,True
threshold,bench_noise_filtering,0.4,0.22252308393606018,0.38095238095238093,-0.18878015923554,-0.11398981040674824,0.12235735832794653,0.04394240478565422,3.2112060301507537,,0.019899497487437186,0.016532663316582916,8.417251007658038,4.824385881009179,0.0380479735318445,0.030947775628626693,200,19375,129,196,0.60790273556231,0.5050505050505051,0.5517241379310345,0.12779537664351276,barabasi_albert_graph200,True
threshold,bench_noise_filtering,0.5,0.3654602614838488,0.3395585738539898,-0.18878015923554,-0.10192900714633137,0.12235735832794653,0.03356394570341938,3.2112060301507537,,0.019899497487437186,0.019748743718592966,8.417251007658038,5.605235256016506,0.0380479735318445,0.029140359397765905,200,19311,193,196,0.5089058524173028,0.5050505050505051,0.5069708491761724,0.13981322789159592,barabasi_albert_graph200,True
threshold,bench_net2net_filtering,,0.16031452564792514,0.5050505050505051,-0.18878015923554,-0.20669642509367686,0.12235735832794653,0.030974129099987223,3.2112060301507537,,0.019899497487437186,0.010050251256281407,8.417251007658038,4.285970795580604,0.0380479735318445,0.019693654266958426,200,19504,0,196,1.0,0.5050505050505051,0.6711409395973155,0.09924336870116703,barabasi_albert_graph200,True
threshold,bench_structural_noise_filtering,0.1,0.8200387139623088,0.9009009009009009,-0.20669642509367686,-0.17601991955564053,0.030974129099987223,0.035326942952801074,,,0.010050251256281407,0.011155778894472362,4.285970795580604,4.408086065451626,0.019693654266958426,0.021021021021021023,200,19678,22,0,0.9009009009009009,1.0,0.9478672985781991,0.03324947575813722,barabasi_albert_graph200,True
threshold,bench_structural_noise_filtering,0.2,0.6496938098628842,0.8,-0.20669642509367686,-0.16005447587086719,0.030974129099987223,0.02998554649012315,,,0.010050251256281407,0.01256281407035176,4.285970795580604,4.595849874398881,0.019693654266958426,0.02097902097902098,200,19650,50,0,0.8,1.0,0.8888888888888888,0.05012547071170855,barabasi_albert_graph200,True
threshold,bench_structural_noise_filtering,0.3,0.6389478092374871,0.7017543859649122,-0.20669642509367686,-0.12412640732376791,0.030974129099987223,0.03520614987605833,,,0.010050251256281407,0.014321608040201005,4.285970795580604,4.878429866193548,0.019693654266958426,0.031413612565445025,200,19615,85,0,0.7017543859649122,1.0,0.8247422680412371,0.06535561784513706,barabasi_albert_graph200,True
threshold,bench_structural_noise_filtering,0.4,0.5250781091088438,0.6006006006006006,-0.20669642509367686,-0.10038385900601059,0.030974129099987223,0.03125765875365417,,,0.010050251256281407,0.016733668341708544,4.285970795580604,5.141476429037026,0.019693654266958426,0.033962264150943396,200,19567,133,0,0.6006006006006006,1.0,0.7504690431519699,0.08175216868944295,barabasi_albert_graph200,True
threshold,bench_structural_noise_filtering,0.5,0.3646386549419675,0.5,-0.20669642509367686,-0.05520536738818495,0.030974129099987223,0.044204832353001676,,,0.010050251256281407,0.020100502512562814,4.285970795580604,5.584586164137794,0.019693654266958426,0.04352176088044022,200,19500,200,0,0.5,1.0,0.6666666666666666,0.1002509414234171,barabasi_albert_graph200,True
disparity_filter,bench_noise_filtering,0.1,5.105880606848089e-06,0.015151515151515152,-0.18878015923554,-0.2000000000000022,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.00030150753768844223,8.417251007658038,0.7333333333333334,0.0380479735318445,0.0,6,19504,0,390,1.0,0.015151515151515152,0.029850746268656716,0.13999282106504157,barabasi_albert_graph200,True
disparity_filter,bench_noise_filtering,0.2,5.10588060700897e-06,0.017632241813602016,-0.18878015923554,-0.14285714285714285,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.0004020100502512563,8.417251007658038,0.7142857142857143,0.0380479735318445,0.0,7,19503,1,389,0.875,0.017676767676767676,0.034653465346534656,0.13999282106504157,barabasi_albert_graph200,True
disparity_filter,bench_noise_filtering,0.3,5.1058806065979695e-06,0.007556675062972292,-0.18878015923554,-0.3333333333333333,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.00020100502512562814,8.417251007658038,0.7777777777777777,0.0380479735318445,0.0,3,19503,1,393,0.75,0.007575757575757576,0.015,0.14070890154810523,barabasi_albert_graph200,True
disparity_filter,bench_noise_filtering,0.4,5.065312753988569e-10,0.0025188916876574307,-0.18878015923554,,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.00010050251256281407,8.417251007658038,0.5,0.0380479735318445,0.0,1,19503,1,395,0.5,0.0025252525252525255,0.005025125628140704,0.14106557867685932,barabasi_albert_graph200,True
disparity_filter,bench_noise_filtering,0.5,5.065312753988569e-10,0.0025188916876574307,-0.18878015923554,,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.00010050251256281407,8.417251007658038,0.5,0.0380479735318445,0.0,1,19503,1,395,0.5,0.0025252525252525255,0.005025125628140704,0.14106557867685932,barabasi_albert_graph200,True
disparity_filter,bench_net2net_filtering,,5.105880607126135e-06,0.025252525252525252,-0.18878015923554,-0.11111111111111169,0.12235735832794653,0.0,3.2112060301507537,,0.019899497487437186,0.0005025125628140704,8.417251007658038,0.7037037037037037,0.0380479735318445,0.0,10,19504,0,386,1.0,0.025252525252525252,0.04926108374384237,0.13927305886144353,barabasi_albert_graph200,True
disparity_filter,bench_structural_noise_filtering,0.1,0.15358517345631553,0.0,-0.11111111111111169,,0.0,,,,0.0005025125628140704,,0.7037037037037037,,0.0,,0,19890,0,10,0.0,0.0,0.0,0.022416791983111018,barabasi_albert_graph200,True
disparity_filter,bench_structural_noise_filtering,0.2,0.15358517345631553,0.0,-0.11111111111111169,,0.0,,,,0.0005025125628140704,,0.7037037037037037,,0.0,,0,19890,0,10,0.0,0.0,0.0,0.022416791983111018,barabasi_albert_graph200,True
disparity_filter,bench_structural_noise_filtering,0.3,0.15358517345631553,0.0,-0.11111111111111169,,0.0,,,,0.0005025125628140704,,0.7037037037037037,,0.0,,0,19890,0,10,0.0,0.0,0.0,0.022416791983111018,barabasi_albert_graph200,True
disparity_filter,bench_structural_noise_filtering,0.4,0.15358517345631553,0.0,-0.11111111111111169,,0.0,,,,0.0005025125628140704,,0.7037037037037037,,0.0,,0,19890,0,10,0.0,0.0,0.0,0.022416791983111018,barabasi_albert_graph200,True
disparity_filter,bench_structural_noise_filtering,0.5,0.15358517345631553,0.0,-0.11111111111111169,,0.0,,,,0.0005025125628140704,,0.7037037037037037,,0.0,,0,19890,0,10,0.0,0.0,0.0,0.022416791983111018,barabasi_albert_graph200,True
k_core_decomposition,bench_noise_filtering,0.1,4.867863521203357e-06,0.4954545454545455,-0.18878015923554,-0.14903644298476315,0.12235735832794653,0.09895384091036269,3.2112060301507537,2.8488124488124487,0.019899497487437186,0.04291564291564291,8.417251007658038,7.530330583265367,0.0380479735318445,0.05736434108527132,218,19460,44,178,0.8320610687022901,0.5505050505050505,0.662613981762918,0.10562092072346445,barabasi_albert_graph200,True
k_core_decomposition,bench_noise_filtering,0.2,6.347826373193705e-06,0.5858585858585859,-0.18878015923554,-0.1106244747102618,0.12235735832794653,0.08759193444312498,3.2112060301507537,2.886590252539372,0.019899497487437186,0.03625011648495014,8.417251007658038,8.551199894915866,0.0380479735318445,0.05631562201718104,290,19405,99,106,0.7455012853470437,0.7323232323232324,0.7388535031847133,0.10149634248429075,barabasi_albert_graph200,True
k_core_decomposition,bench_noise_filtering,0.3,9.187430958742022e-08,0.3911290322580645,-0.18878015923554,-0.10442887667774117,0.12235735832794653,0.10785198725473392,3.2112060301507537,2.6302970297029704,0.019899497487437186,0.05821782178217822,8.417251007658038,7.912368379455073,0.0380479735318445,0.07901907356948229,194,19404,100,202,0.6598639455782312,0.4898989898989899,0.5623188405797102,0.12319041925809378,barabasi_albert_graph200,True
k_core_decomposition,bench_noise_filtering,0.4,1.5936134617658922e-07,0.5039619651347068,-0.18878015923554,-0.07605664362991695,0.12235735832794653,0.07447045478742592,3.2112060301507537,2.7196534008128213,0.019899497487437186,0.042404723564143855,8.417251007658038,9.472054035879658,0.0380479735318445,0.059158365521447445,318,19269,235,78,0.5750452079566004,0.803030303030303,0.6701791359325606,0.12541388765236647,barabasi_albert_graph200,True
k_core_decomposition,bench_noise_filtering,0.5,1.7948169539480446e-08,0.4206896551724138,-0.18878015923554,-0.05923679121729234,0.12235735832794653,0.07182941991962331,3.2112060301507537,2.5667156622570637,0.019899497487437186,0.051772007186019924,8.417251007658038,10.536830327189529,0.0380479735318445,0.0644426362896664,305,19175,329,91,0.4810725552050473,0.7702020202020202,0.5922330097087378,0.1452774161326906,barabasi_albert_graph200,True
k_core_decomposition,bench_net2net_filtering,,1.0,1.0,-0.18878015923554,-0.18878015923554,0.12235735832794653,0.12235735832794653,3.2112060301507537,3.2112060301507537,0.019899497487437186,0.019899497487437186,8.417251007658038,8.417251007658038,0.0380479735318445,0.0380479735318445,396,19504,0,0,1.0,1.0,1.0,0.0,barabasi_albert_graph200,True
k_core_decomposition,bench_structural_noise_filtering,0.1,4.867863521203357e-06,0.4954545454545455,-0.18878015923554,-0.14903644298476315,0.12235735832794653,0.09895384091036269,3.2112060301507537,2.8488124488124487,0.019899497487437186,0.04291564291564291,8.417251007658038,7.530330583265367,0.0380479735318445,0.05736434108527132,218,19460,44,178,0.8320610687022901,0.5505050505050505,0.662613981762918,0.10562092072346445,barabasi_albert_graph200,True
k_core_decomposition,bench_structural_noise_filtering,0.2,6.347826373193705e-06,0.5858585858585859,-0.18878015923554,-0.1106244747102618,0.12235735832794653,0.08759193444312498,3.2112060301507537,2.886590252539372,0.019899497487437186,0.03625011648495014,8.417251007658038,8.551199894915866,0.0380479735318445,0.05631562201718104,290,19405,99,106,0.7455012853470437,0.7323232323232324,0.7388535031847133,0.10149634248429075,barabasi_albert_graph200,True
k_core_decomposition,bench_structural_noise_filtering,0.3,9.187430958742022e-08,0.3911290322580645,-0.18878015923554,-0.10442887667774117,0.12235735832794653,0.10785198725473392,3.2112060301507537,2.6302970297029704,0.019899497487437186,0.05821782178217822,8.417251007658038,7.912368379455073,0.0380479735318445,0.07901907356948229,194,19404,100,202,0.6598639455782312,0.4898989898989899,0.5623188405797102,0.12319041925809378,barabasi_albert_graph200,True
k_core_decomposition,bench_structural_noise_filtering,0.4,1.5936134617658922e-07,0.5039619651347068,-0.18878015923554,-0.07605664362991695,0.12235735832794653,0.07447045478742592,3.2112060301507537,2.7196534008128213,0.019899497487437186,0.042404723564143855,8.417251007658038,9.472054035879658,0.0380479735318445,0.059158365521447445,318,19269,235,78,0.5750452079566004,0.803030303030303,0.6701791359325606,0.12541388765236647,barabasi_albert_graph200,True
k_core_decomposition,bench_structural_noise_filtering,0.5,1.7948169539480446e-08,0.4206896551724138,-0.18878015923554,-0.05923679121729234,0.12235735832794653,0.07182941991962331,3.2112060301507537,2.5667156622570637,0.019899497487437186,0.051772007186019924,8.417251007658038,10.536830327189529,0.0380479735318445,0.0644426362896664,305,19175,329,91,0.4810725552050473,0.7702020202020202,0.5922330097087378,0.1452774161326906,barabasi_albert_graph200,True
overlapping_trees,bench_noise_filtering,0.1,0.3671526045180048,0.7494199535962877,-0.18878015923554,-0.2241768851984163,0.12235735832794653,0.06701408721996958,3.2112060301507537,3.639145728643216,0.019899497487437186,0.017989949748743718,8.417251007658038,6.046322862081401,0.0380479735318445,0.023205844434894714,323,19469,35,73,0.9022346368715084,0.8156565656565656,0.8567639257294429,0.07366909581630522,barabasi_albert_graph200,True
overlapping_trees,bench_noise_filtering,0.2,0.48315445301639554,0.6709401709401709,-0.18878015923554,-0.18034844101118178,0.12235735832794653,0.061829412510250696,3.2112060301507537,3.4978391959798993,0.019899497487437186,0.019396984924623117,8.417251007658038,6.8899636458404405,0.0380479735318445,0.023837902264600714,314,19432,72,82,0.8134715025906736,0.7929292929292929,0.80306905370844,0.08796984407930188,barabasi_albert_graph200,True
overlapping_trees,bench_noise_filtering,0.3,0.5123141380201574,0.5361216730038023,-0.18878015923554,-0.13073664614076602,0.12235735832794653,0.05206969021316848,3.2112060301507537,3.5425125628140703,0.019899497487437186,0.020703517587939698,8.417251007658038,5.847521447773157,0.0380479735318445,0.02821718683197948,282,19374,130,114,0.6844660194174758,0.7121212121212122,0.698019801980198,0.11073078403345347,barabasi_albert_graph200,True
overlapping_trees,bench_noise_filtering,0.4,0.28988737751323596,0.45359019264448336,-0.18878015923554,-0.1202304589118033,0.12235735832794653,0.022413576739737734,3.2112060301507537,3.5346733668341708,0.019899497487437186,0.021809045226130655,8.417251007658038,5.758177122010455,0.0380479735318445,0.024537236332328884,259,19329,175,137,0.5967741935483871,0.6540404040404041,0.6240963855421687,0.12521338570535898,barabasi_albert_graph200,True
overlapping_trees,bench_noise_filtering,0.5,0.2640054122382512,0.3705501618122977,-0.18878015923554,-0.09550170218221818,0.12235735832794653,0.031389118568274574,3.2112060301507537,3.480251256281407,0.019899497487437186,0.022663316582914574,8.417251007658038,6.062745267805036,0.0380479735318445,0.022453222453222454,229,19282,222,167,0.5077605321507761,0.5782828282828283,0.5407319952774499,0.13981322789159592,barabasi_albert_graph200,True
overlapping_trees,bench_net2net_filtering,,0.4297590197956697,0.8434343434343434,-0.18878015923554,-0.21852803108308894,0.12235735832794653,0.07629589470376823,3.2112060301507537,3.6677889447236183,0.019899497487437186,0.01728643216080402,8.417251007658038,6.255051050729825,0.0380479735318445,0.024474023185916703,346,19504,0,50,1.0,0.8737373737373737,0.9326145552560647,0.05012547071170855,barabasi_albert_graph200,True
overlapping_trees,bench_structural_noise_filtering,0.1,0.6051917801304254,0.8016304347826086,-0.20299884659746256,-0.20688509325877402,0.08093872217817231,0.04699932651057088,3.6836683417085427,3.9596984924623118,0.01698492462311558,0.016381909547738695,6.2252869102370285,5.217916709711415,0.027534965034965036,0.02303894679100384,299,19533,34,34,0.8978978978978979,0.8978978978978979,0.8978978978978979,0.05845584168528992,barabasi_albert_graph200,True
overlapping_trees,bench_structural_noise_filtering,0.2,0.6413107400114202,0.6618705035971223,-0.19379357636391106,-0.15935300861864468,0.07270827420827422,0.029467964985206367,3.6051256281407036,3.796180904522613,0.017336683417085427,0.017989949748743718,7.091998892383509,5.75525586148775,0.025745811197384554,0.021169354838709676,286,19489,73,52,0.7966573816155988,0.8461538461538461,0.8206599713055954,0.07925532811853017,barabasi_albert_graph200,True
overlapping_trees,bench_structural_noise_filtering,0.3,0.6277283820372752,0.5909090909090909,-0.24087029247777883,-0.21647596474303685,0.0634183996863429,0.03043967395917524,3.768040201005025,3.908391959798995,0.01698492462311558,0.01864321608040201,6.1628605318892635,5.198313149125843,0.021573033707865168,0.020247469066366704,261,19461,113,65,0.6978609625668449,0.8006134969325154,0.7457142857142857,0.09457654898594288,barabasi_albert_graph200,True
overlapping_trees,bench_structural_noise_filtering,0.4,0.501111035793495,0.49901768172888017,-0.18211379325050217,-0.12646125316178064,0.07288361337220364,0.04093242576137313,3.5098994974874373,3.7571859296482413,0.017386934673366834,0.02015075376884422,6.952282392825207,5.1360456701657675,0.02619589977220957,0.02497398543184183,230,19401,162,107,0.5867346938775511,0.6824925816023739,0.6310013717421125,0.11626516219271571,barabasi_albert_graph200,True
overlapping_trees,bench_structural_noise_filtering,0.5,0.2550024331573667,0.37389770723104054,-0.1835354081346473,-0.07911906449962766,0.060892608192157145,0.018130916469151766,3.5751256281407033,3.5336180904522614,0.01728643216080402,0.022462311557788946,6.859935875025997,5.744926488878292,0.024990083300277667,0.016544117647058824,214,19338,220,128,0.4930875576036866,0.6257309941520468,0.5515463917525774,0.1322400740544622,barabasi_albert_graph200,True
local_degree_sparsifier,bench_noise_filtering,0.1,0.14112169681984166,0.46318289786223277,-0.18878015923554,-0.28807133036123483,0.12235735832794653,0.06385594158060169,3.2112060301507537,,0.019899497487437186,0.011055276381909548,8.417251007658038,8.530432998865109,0.0380479735318445,0.04838709677419355,195,19479,25,201,0.8863636363636364,0.49242424242424243,0.6331168831168831,0.1065682125194844,barabasi_albert_graph200,True
local_degree_sparsifier,bench_noise_filtering,0.2,0.05665405160582809,0.4225663716814159,-0.18878015923554,-0.18498872383081338,0.12235735832794653,0.06895215010172934,3.2112060301507537,,0.019899497487437186,0.012412060301507538,8.417251007658038,7.6841060714617715,0.0380479735318445,0.06983962752198655,191,19448,56,205,0.7732793522267206,0.4823232323232323,0.5940902021772939,0.1145232635294997,barabasi_albert_graph200,True
local_degree_sparsifier,bench_noise_filtering,0.3,0.09419767119253711,0.4334038054968288,-0.18878015923554,-0.19853143674285753,0.12235735832794653,0.06291124944471799,3.2112060301507537,,0.019899497487437186,0.014170854271356784,8.417251007658038,10.131742165242166,0.0380479735318445,0.06804123711340206,205,19427,77,191,0.7269503546099291,0.5176767676767676,0.6047197640117994,0.1160488547268653,barabasi_albert_graph200,True
local_degree_sparsifier,bench_noise_filtering,0.4,0.10323945848161377,0.4069767441860465,-0.18878015923554,-0.1855572861046176,0.12235735832794653,0.059308932619277416,3.2112060301507537,,0.019899497487437186,0.016582914572864323,8.417251007658038,10.568087771212772,0.0380479735318445,0.06526243093922653,210,19384,120,186,0.6363636363636364,0.5303030303030303,0.5785123966942148,0.12400356616690729,barabasi_albert_graph200,True
local_degree_sparsifier,bench_noise_filtering,0.5,0.09208488681449503,0.36551724137931035,-0.18878015923554,-0.11042536375979047,0.12235735832794653,0.06109877344877344,3.2112060301507537,,0.019899497487437186,0.019899497487437186,8.417251007658038,9.738769999064116,0.0380479735318445,0.07913247362250879,212,19320,184,184,0.5353535353535354,0.5353535353535354,0.5353535353535354,0.13598699317051535,barabasi_albert_graph200,True
local_degree_sparsifier,bench_net2net_filtering,,0.15086325475273413,0.5,-0.18878015923554,-0.26738715532658913,0.12235735832794653,0.07890404562047784,3.2112060301507537,,0.019899497487437186,0.009949748743718593,8.417251007658038,9.22663078249051,0.0380479735318445,0.050522648083623695,198,19504,0,198,1.0,0.5,0.6666666666666666,0.09974842727441166,barabasi_albert_graph200,True
local_degree_sparsifier,bench_structural_noise_filtering,0.1,0.36332783216172665,0.5323383084577115,-0.26738715532658913,-0.3685756731042081,0.07890404562047784,0.07879516148738115,,,0.009949748743718593,0.005527638190954774,9.22663078249051,6.472101435516767,0.050522648083623695,0.08450704225352113,107,19699,3,91,0.9727272727272728,0.5404040404040404,0.6948051948051948,0.0687285827763985,barabasi_albert_graph200,True
local_degree_sparsifier,bench_structural_noise_filtering,0.2,0.37086077071015294,0.5358851674641149,-0.26738715532658913,-0.3813814660444845,0.07890404562047784,0.08544620194620195,,,0.009949748743718593,0.006180904522613066,9.22663078249051,7.865070520595882,0.050522648083623695,0.07578947368421053,112,19691,11,86,0.9105691056910569,0.5656565656565656,0.6978193146417445,0.06981670186492973,barabasi_albert_graph200,True
local_degree_sparsifier,bench_structural_noise_filtering,0.3,0.4952880360476314,0.5694444444444444,-0.26738715532658913,-0.3019234878156744,0.07890404562047784,0.07000776075776076,,,0.009949748743718593,0.007085427135678392,9.22663078249051,8.367816627816627,0.050522648083623695,0.08301526717557252,123,19684,18,75,0.8723404255319149,0.6212121212121212,0.7256637168141593,0.06836202772132241,barabasi_albert_graph200,True
local_degree_sparsifier,bench_structural_noise_filtering,0.4,0.5153938520376593,0.5782608695652174,-0.26738715532658913,-0.21339578127521153,0.07890404562047784,0.06845088245088245,,,0.009949748743718593,0.008291457286432161,9.22663078249051,7.538252937741429,0.050522648083623695,0.08776595744680851,133,19670,32,65,0.806060606060606,0.6717171717171717,0.7327823691460055,0.06981670186492973,barabasi_albert_graph200,True
local_degree_sparsifier,bench_structural_noise_filtering,0.5,0.564487158903037,0.5903614457831325,-0.26738715532658913,-0.19533824083317805,0.07890404562047784,0.06483930275122181,,,0.009949748743718593,0.009949748743718593,9.22663078249051,7.000846797052153,0.050522648083623695,0.07867494824016563,147,19651,51,51,0.7424242424242424,0.7424242424242424,0.7424242424242424,0.07159349230693748,barabasi_albert_graph200,True
random_edge_sparsifier,bench_noise_filtering,0.1,0.18900581503611052,0.4807692307692308,-0.18878015923554,-0.12068482669172033,0.12235735832794653,0.024125061500919625,3.2112060301507537,,0.019899497487437186,0.011055276381909548,8.417251007658038,4.685481335326795,0.0380479735318445,0.014749262536873156,200,19484,20,196,0.9090909090909091,0.5050505050505051,0.6493506493506493,0.10418383443118188,barabasi_albert_graph200,True
random_edge_sparsifier,bench_noise_filtering,0.2,0.1991901008401456,0.45701357466063347,-0.18878015923554,-0.09042524899991389,0.12235735832794653,0.024367994261014853,3.2112060301507537,,0.019899497487437186,0.012462311557788945,8.417251007658038,4.924756335282651,0.0380479735318445,0.018699910952804988,202,19458,46,194,0.8145161290322581,0.51010101010101,0.6273291925465838,0.10981940405746922,barabasi_albert_graph200,True
random_edge_sparsifier,bench_noise_filtering,0.3,0.28317959674393245,0.4057971014492754,-0.18878015923554,-0.07446567482252538,0.12235735832794653,0.022951158460749254,3.2112060301507537,,0.019899497487437186,0.014221105527638191,8.417251007658038,5.367008220754895,0.0380479735318445,0.017673048600883652,196,19417,87,200,0.6925795053003534,0.494949494949495,0.5773195876288659,0.12009209196597342,barabasi_albert_graph200,True
random_edge_sparsifier,bench_noise_filtering,0.4,0.23016042638335693,0.3595505617977528,-0.18878015923554,-0.08294946907390675,0.12235735832794653,0.01739572829131653,3.2112060301507537,,0.019899497487437186,0.016582914572864323,8.417251007658038,5.164234609480167,0.0380479735318445,0.024088943792464484,192,19366,138,204,0.5818181818181818,0.48484848484848486,0.5289256198347108,0.13109511679784722,barabasi_albert_graph200,True
random_edge_sparsifier,bench_noise_filtering,0.5,0.34032914851814394,0.3561643835616438,-0.18878015923554,-0.059892957414914814,0.12235735832794653,0.02364240406174045,3.2112060301507537,,0.019899497487437186,0.019899497487437186,8.417251007658038,5.939858237798862,0.0380479735318445,0.02614678899082569,208,19316,188,188,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.137457165552797,barabasi_albert_graph200,True
random_edge_sparsifier,bench_net2net_filtering,,0.1522086384981954,0.5,-0.18878015923554,-0.16516516516516527,0.12235735832794653,0.010677878651562863,3.2112060301507537,,0.019899497487437186,0.009949748743718593,8.417251007658038,4.874572802580321,0.0380479735318445,0.015151515151515152,198,19504,0,198,1.0,0.5,0.6666666666666666,0.09974842727441166,barabasi_albert_graph200,True
random_edge_sparsifier,bench_structural_noise_filtering,0.1,0.44836021571518275,0.5098039215686274,-0.16516516516516527,-0.20487874982035853,0.010677878651562863,0.0,,,0.009949748743718593,0.005527638190954774,4.874572802580321,2.377745476569006,0.015151515151515152,0.0,104,19696,6,94,0.9454545454545454,0.5252525252525253,0.6753246753246753,0.0708881205008336,barabasi_albert_graph200,True
