filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity_original,degree_assortativity_filtered,average_clustering_original,average_clustering_filtered,average_shortest_path_length_original,average_shortest_path_length_filtered,density_original,density_filtered,average_degree_connectivity_original,average_degree_connectivity_filtered,transitivity_original,transitivity_filtered,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,RMSE,filename,weighted
mst,bench_net2net_filtering,,0.27366864043670197,0.276448362720403,,-0.1896193771626309,0.0,0.0,13.01925925925926,43.168047337278104,0.005925925925925926,0.0029585798816568047,4.0,2.375998070257516,0.0,0.0,675,226798,0,677,1.0,0.4992603550295858,0.6660088801184015,0.054473351689327154,grid_graph700,True
mst,bench_structural_noise_filtering,0.1,0.9818344506370823,0.9,-0.1896193771626309,-0.009705536895464969,0.0,0.0,43.168047337278104,,0.0029585798816568047,0.0022947288548385123,2.375998070257516,2.2298802448192503,0.0,0.0,675,227475,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
mst,bench_structural_noise_filtering,0.2,0.9642991485412606,0.800711743772242,-0.1896193771626309,0.011220024629755543,0.0,0.0,43.168047337278104,,0.0029585798816568047,0.001902028604885709,2.375998070257516,2.175321193230613,0.0,0.0,675,227475,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
mst,bench_structural_noise_filtering,0.3,0.9699751595063024,0.700207468879668,-0.1896193771626309,-0.08962125038130776,0.0,0.0,43.168047337278104,,0.0029585798816568047,0.0017046378882295107,2.375998070257516,2.120723983767385,0.0,0.0,675,227475,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
mst,bench_structural_noise_filtering,0.4,0.9772234920680651,0.6032171581769437,-0.1896193771626309,-0.14426781142318104,0.0,0.0,43.168047337278104,,0.0029585798816568047,0.0016307056481581334,2.375998070257516,2.1894351590034997,0.0,0.0,675,227475,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
mst,bench_structural_noise_filtering,0.5,0.9786198182033247,0.54,-0.1896193771626309,-0.17414823755471567,0.0,0.0,43.168047337278104,,0.0029585798816568047,0.0015759547133653567,2.375998070257516,2.317496429245156,0.0,0.0,675,227475,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
threshold,bench_noise_filtering,0.1,0.20283533410108184,0.4381551362683438,,0.20769871824368166,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0016810084145661998,4.0,1.7839315407231446,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_noise_filtering,0.2,0.023593466761087936,0.4045161290322581,,0.16033857004034305,0.0,0.0,13.01925925925926,,0.005925925925925926,0.001359925228838327,4.0,1.671189587024396,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_noise_filtering,0.3,0.024370430888264922,0.37885196374622354,,0.09406317137938733,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0012284282062966852,4.0,1.688169702524153,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_noise_filtering,0.4,0.03923076979760994,0.3448844884488449,,0.0012227887119079398,0.0,0.0,13.01925925925926,,0.005925925925925926,0.001294486883401433,4.0,1.9915632163796695,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_noise_filtering,0.5,0.06865671760040333,0.30660146699266505,,0.10495414878772293,0.0,0.0,13.01925925925926,,0.005925925925925926,0.001471358665968143,4.0,2.6024149821258886,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_net2net_filtering,,0.2736686409931283,0.46375739644970415,,0.0324776704669233,0.0,0.0,13.01925925925926,,0.005925925925925926,0.00274819197896121,4.0,1.8859904668696537,0.0,0.0,627,226798,0,725,1.0,0.46375739644970415,0.6336533602829711,0.0563713929840723,grid_graph700,True
threshold,bench_structural_noise_filtering,0.1,0.9791172992134863,0.9008620689655172,0.0324776704669233,0.1924339135698887,0.0,0.0,,,0.00274819197896121,0.0021722846441947566,1.8859904668696537,1.792021400897854,0.0,0.0,627,227523,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
threshold,bench_structural_noise_filtering,0.2,0.9592776701287723,0.8007662835249042,0.0324776704669233,0.19394920883791006,0.0,0.0,,,0.00274819197896121,0.0018322218322218322,1.8859904668696537,1.7614888134318185,0.0,0.0,627,227523,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
threshold,bench_structural_noise_filtering,0.3,0.955260266753599,0.7005586592178771,0.0324776704669233,0.06793943403117512,0.0,0.0,,,0.00274819197896121,0.001634461385621488,1.8859904668696537,1.779546140355482,0.0,0.0,627,227523,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
threshold,bench_structural_noise_filtering,0.4,0.9651282778306567,0.6,0.0324776704669233,-0.03916899937174916,0.0,0.0,,,0.00274819197896121,0.0015707648347089425,1.8859904668696537,1.8350806665651955,0.0,0.0,627,227523,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
threshold,bench_structural_noise_filtering,0.5,0.9583694020928818,0.5,0.0324776704669233,-0.030817494002583358,0.0,0.0,,,0.00274819197896121,0.0016167398325243189,1.8859904668696537,2.219005768953411,0.0,0.0,627,227523,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
disparity_filter,bench_noise_filtering,0.1,1.0000000127538404e-10,0.020664206642066422,,-0.03333333333333449,0.0,0.0,13.01925925925926,,0.005925925925925926,7.381198420899744e-05,4.0,0.6777777777777777,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_noise_filtering,0.2,1.0000000127300194e-10,0.020603384841795438,,-0.029411764705882665,0.0,0.0,13.01925925925926,,0.005925925925925926,5.7693797587080547e-05,4.0,0.676470588235294,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_noise_filtering,0.3,1.0000000127214325e-10,0.020527859237536656,,-0.025641025641024984,0.0,0.0,13.01925925925926,,0.005925925925925926,5.2835621776201515e-05,4.0,0.6752136752136751,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_noise_filtering,0.4,1.0000000127132577e-10,0.020512820512820513,,-0.024999999999998333,0.0,0.0,13.01925925925926,,0.005925925925925926,4.855806241487535e-05,4.0,0.6749999999999999,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_noise_filtering,0.5,1.0000000127281081e-10,0.020363636363636365,,-0.020000000000007474,0.0,0.0,13.01925925925926,,0.005925925925925926,5.684794845786007e-05,4.0,0.6733333333333333,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_net2net_filtering,,1.000000012802683e-10,0.020710059171597635,,-0.03703703703703817,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0001227262765724304,4.0,0.6790123456790124,0.0,0.0,28,226798,0,1324,1.0,0.020710059171597635,0.04057971014492753,0.0761787348894263,grid_graph700,True
disparity_filter,bench_structural_noise_filtering,0.1,0.20365573683345073,0.0,-0.03703703703703817,,0.0,,,,0.0001227262765724304,,0.6790123456790124,,0.0,,0,228122,0,28,0.0,0.0,0.0,0.011078189228047625,grid_graph700,True
disparity_filter,bench_structural_noise_filtering,0.2,0.20365573683345073,0.0,-0.03703703703703817,,0.0,,,,0.0001227262765724304,,0.6790123456790124,,0.0,,0,228122,0,28,0.0,0.0,0.0,0.011078189228047625,grid_graph700,True
disparity_filter,bench_structural_noise_filtering,0.3,0.20365573683345073,0.0,-0.03703703703703817,,0.0,,,,0.0001227262765724304,,0.6790123456790124,,0.0,,0,228122,0,28,0.0,0.0,0.0,0.011078189228047625,grid_graph700,True
disparity_filter,bench_structural_noise_filtering,0.4,0.20365573683345073,0.0,-0.03703703703703817,,0.0,,,,0.0001227262765724304,,0.6790123456790124,,0.0,,0,228122,0,28,0.0,0.0,0.0,0.011078189228047625,grid_graph700,True
disparity_filter,bench_structural_noise_filtering,0.5,0.20365573683345073,0.0,-0.03703703703703817,,0.0,,,,0.0001227262765724304,,0.6790123456790124,,0.0,,0,228122,0,28,0.0,0.0,0.0,0.011078189228047625,grid_graph700,True
k_core_decomposition,bench_noise_filtering,0.1,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_noise_filtering,0.2,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_noise_filtering,0.3,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_noise_filtering,0.4,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_noise_filtering,0.5,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_net2net_filtering,,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_structural_noise_filtering,0.1,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_structural_noise_filtering,0.2,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_structural_noise_filtering,0.3,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_structural_noise_filtering,0.4,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
k_core_decomposition,bench_structural_noise_filtering,0.5,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
overlapping_trees,bench_noise_filtering,0.1,0.6913849539500534,0.7862849533954727,,0.5537352680068225,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0031691532574895354,4.0,2.8286367702681336,0.0,0.0,1181,226798,0,171,1.0,0.8735207100591716,0.9324911172522701,0.027377123723157207,grid_graph700,True
overlapping_trees,bench_noise_filtering,0.2,0.36842105521262336,0.7011834319526628,,0.46515746066864433,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0025105043921463907,4.0,2.691415905662047,0.0,0.0,1185,226798,0,167,1.0,0.8764792899408284,0.9341742215214821,0.027055028703152843,grid_graph700,True
overlapping_trees,bench_noise_filtering,0.3,0.3330625544185722,0.6084930088037286,,0.10343075502660276,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0023168420148864366,4.0,2.8790582555941198,0.0,0.0,1175,226798,0,177,1.0,0.8690828402366864,0.9299564701226751,0.027853283310769784,grid_graph700,True
overlapping_trees,bench_noise_filtering,0.4,0.3669230809657873,0.5318860244233379,,-0.08415216790548304,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0024101379759578372,4.0,3.4199628052054747,0.0,0.0,1176,226798,0,176,1.0,0.8698224852071006,0.930379746835443,0.027774490272259693,grid_graph700,True
overlapping_trees,bench_noise_filtering,0.5,0.3686567219275673,0.4694533762057878,,0.006508660691614833,0.0,0.00029850746268656717,13.01925925925926,,0.005925925925925926,0.0025681896715080313,4.0,4.064444764999099,0.0,0.00045201145095675755,1168,226798,0,184,1.0,0.863905325443787,0.926984126984127,0.028398714061258375,grid_graph700,True
overlapping_trees,bench_net2net_filtering,,0.9349112445262308,0.8757396449704142,,-0.03721864504278089,0.0,0.0,13.01925925925926,13.247486302870918,0.005925925925925926,0.005185185185185185,4.0,3.6334250380762385,0.0,0.0,1182,226798,0,170,1.0,0.8742603550295858,0.9329123914759274,0.02729695627807062,grid_graph700,True
overlapping_trees,bench_structural_noise_filtering,0.1,0.7514684208635042,0.8257229832572298,-0.07247758832835749,0.4437256426390128,0.0,0.0,13.244584703046241,,0.005167652859960552,0.0030420056740779623,3.6529428580832675,2.7652821721339245,0.0,0.0,1085,226972,0,93,1.0,0.9210526315789473,0.958904109589041,0.020189763779517464,grid_graph700,True
overlapping_trees,bench_structural_noise_filtering,0.2,0.6450985827919161,0.734107997265892,-0.08088706576080029,0.32961476336847584,0.0,0.0,13.265404339250493,,0.005163269778654394,0.0023778167983611355,3.6443578488859107,2.6011323779814424,0.0,0.0,1080,226960,0,110,1.0,0.907563025210084,0.9515418502202643,0.0219576625276327,grid_graph700,True
overlapping_trees,bench_structural_noise_filtering,0.3,0.6577451900173948,0.6455995274660367,-0.025284603989530634,0.08643306986013582,0.0,0.0,13.272987069910148,,0.005150120534735919,0.002197777879206587,3.4541526492851133,2.682754699472706,0.0,0.0,1085,226970,0,95,1.0,0.9194915254237288,0.9580573951434879,0.020405703224467216,grid_graph700,True
overlapping_trees,bench_structural_noise_filtering,0.4,0.6801443176202066,0.55883877656817,-0.040010157726924206,-0.09062044431278768,0.0,0.0,13.276686390532545,,0.005211483673022135,0.0022484296200251065,3.6696009576845463,3.148519325536557,0.0,0.0,1087,226950,0,113,1.0,0.9058333333333334,0.9505902929602099,0.022255071053489808,grid_graph700,True
overlapping_trees,bench_structural_noise_filtering,0.5,0.7170364989646593,0.4877067501117568,-0.02647152822931879,-0.007293761583270476,0.0,0.00040070122714750816,13.281998685075608,,0.005167652859960552,0.0023940391926472833,3.733687418754803,3.780465873914958,0.0,0.0005332385353714896,1071,226973,0,106,1.0,0.9099405267629567,0.952846975088968,0.021554735406698274,grid_graph700,True
local_degree_sparsifier,bench_noise_filtering,0.1,0.39476554232079325,0.5554733727810651,,-0.036985457088349,0.0,0.0,13.01925925925926,,0.005925925925925926,0.00178815484325668,4.0,2.972720994475138,0.0,0.0,751,226798,0,601,1.0,0.5554733727810651,0.7142177841179268,0.051324768533341635,grid_graph700,True
local_degree_sparsifier,bench_noise_filtering,0.2,0.3711433780484378,0.625,,-0.032736409223468876,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0013928931131738018,4.0,2.9758557457212715,0.0,0.0,845,226798,0,507,1.0,0.625,0.7692307692307693,0.04714045207910317,grid_graph700,True
local_degree_sparsifier,bench_noise_filtering,0.3,0.3793663712192246,0.7049300956585725,,0.11889316768288173,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0012746593753508615,4.0,2.416559139784946,0.0,0.0,958,226798,0,394,1.0,0.7085798816568047,0.8294372294372294,0.04155639583296827,grid_graph700,True
local_degree_sparsifier,bench_noise_filtering,0.4,0.4076923103842753,0.7463002114164905,,0.3865501390386471,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0013335702019304791,4.0,2.3261556455850694,0.0,0.0,1059,226798,0,293,1.0,0.783284023668639,0.8784736623807549,0.035836333834592525,grid_graph700,True
local_degree_sparsifier,bench_noise_filtering,0.5,0.3858209017110782,0.5199550309162451,,-0.015315022986995311,0.0,0.0,13.01925925925926,,0.005925925925925926,0.00150702796696131,4.0,3.4278603741491143,0.0,0.0,925,226798,0,427,1.0,0.6841715976331361,0.8124725516029864,0.043261711913995776,grid_graph700,True
local_degree_sparsifier,bench_net2net_filtering,,0.4807692337710743,0.5,,-0.02867637413091924,0.0,0.0,13.01925925925926,,0.005925925925925926,0.002962962962962963,4.0,2.972004357298475,0.0,0.0,676,226798,0,676,1.0,0.5,0.6666666666666666,0.05443310539518174,grid_graph700,True
local_degree_sparsifier,bench_structural_noise_filtering,0.1,0.8219510530948492,0.5547337278106509,-0.02867637413091924,0.06763163981188738,0.0,0.0,,,0.002962962962962963,0.0011473644274192561,2.972004357298475,3.0337474120082817,0.0,0.0,375,227474,0,301,1.0,0.5547337278106509,0.7136060894386299,0.03632227241175347,grid_graph700,True
local_degree_sparsifier,bench_structural_noise_filtering,0.2,0.8070908258277404,0.6242603550295858,-0.02867637413091924,0.09753734086277323,0.0,0.0,,,0.002962962962962963,0.0009501230431855689,2.972004357298475,3.0279366612989804,0.0,0.0,422,227474,0,254,1.0,0.6242603550295858,0.7686703096539163,0.033366190249475444,grid_graph700,True
local_degree_sparsifier,bench_structural_noise_filtering,0.3,0.8045232325897523,0.7130177514792899,-0.02867637413091924,0.10939169096630272,0.0,0.0,,,0.002962962962962963,0.0008523189441147554,2.972004357298475,3.031898465443637,0.0,0.0,482,227474,0,194,1.0,0.7130177514792899,0.8324697754749568,0.029160208733729882,grid_graph700,True
local_degree_sparsifier,bench_structural_noise_filtering,0.4,0.8136732272790517,0.8328402366863905,-0.02867637413091924,0.10363595971563444,0.0,0.0,,,0.002962962962962963,0.0008204533332556113,2.972004357298475,3.0458823529411765,0.0,0.0,563,227474,0,113,1.0,0.8328402366863905,0.9087974172719936,0.022255071053489808,grid_graph700,True
local_degree_sparsifier,bench_structural_noise_filtering,0.5,0.8529590991612964,0.8495212038303693,-0.02867637413091924,0.783584906561926,0.0,0.0,,,0.002962962962962963,0.000852276308987985,2.972004357298475,2.200544962812711,0.0,0.0,621,227474,0,55,1.0,0.9186390532544378,0.9575944487278335,0.01552641207229483,grid_graph700,True
random_edge_sparsifier,bench_noise_filtering,0.1,0.22246455996364245,0.46550522648083625,,0.1318296521864563,0.0,0.0,13.01925925925926,,0.005925925925925926,0.00178815484325668,4.0,1.8692248437762664,0.0,0.0,668,226798,0,684,1.0,0.4940828402366864,0.6613861386138614,0.054754247446314415,grid_graph700,True
random_edge_sparsifier,bench_noise_filtering,0.2,0.20235934813477255,0.44825313117996046,,0.12362795186629173,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0013928931131738018,4.0,1.8524408595983402,0.0,0.0,680,226798,0,672,1.0,0.5029585798816568,0.6692913385826772,0.054271821765427504,grid_graph700,True
random_edge_sparsifier,bench_noise_filtering,0.3,0.04955320935493348,0.42646153846153845,,0.14244452499636276,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0012759802658952667,4.0,1.873229947274238,0.0,0.0,693,226798,0,659,1.0,0.5125739644970414,0.6777506112469438,0.05374430742653842,grid_graph700,True
random_edge_sparsifier,bench_noise_filtering,0.4,0.0607692314537936,0.3825989960959286,,0.012124948623099647,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0013347545449162077,4.0,1.9641602061140786,0.0,0.0,686,226798,0,666,1.0,0.507396449704142,0.6732090284592738,0.05402899360437302,grid_graph700,True
random_edge_sparsifier,bench_noise_filtering,0.5,0.0783582101295915,0.35132433783108447,,-0.005598637819029762,0.0,0.0009950248756218905,13.01925925925926,,0.005925925925925926,0.00150702796696131,4.0,2.4188753593750536,0.0,0.0012776831345826234,703,226798,0,649,1.0,0.5199704142011834,0.6841849148418492,0.05333497696349639,grid_graph700,True
random_edge_sparsifier,bench_net2net_filtering,,0.30917159978659525,0.5,,-0.016914402870323163,0.0,0.0,13.01925925925926,,0.005925925925925926,0.002962962962962963,4.0,1.9634561107205293,0.0,0.0,676,226798,0,676,1.0,0.5,0.6666666666666666,0.05443310539518174,grid_graph700,True
random_edge_sparsifier,bench_structural_noise_filtering,0.1,0.5194697209473231,0.4590846047156727,-0.016914402870323163,0.028805408751131044,0.0,0.0,,,0.002962962962962963,0.0011504240658923742,1.9634561107205293,1.3371488764044943,0.0,0.0,331,227474,0,345,1.0,0.4896449704142012,0.6573982125124131,0.038886540738725904,grid_graph700,True
random_edge_sparsifier,bench_structural_noise_filtering,0.2,0.49724735977369583,0.4309895833333333,-0.016914402870323163,0.09280643399692182,0.0,0.0,,,0.002962962962962963,0.0009523745195912219,1.9634561107205293,1.3057981191338937,0.0,0.0,331,227474,0,345,1.0,0.4896449704142012,0.6573982125124131,0.038886540738725904,grid_graph700,True
random_edge_sparsifier,bench_structural_noise_filtering,0.3,0.4950122644412747,0.40314769975786924,-0.016914402870323163,0.07738668642707144,0.0,0.0,,,0.002962962962962963,0.0008540872406793088,1.9634561107205293,1.3125031452106517,0.0,0.0,333,227474,0,343,1.0,0.492603550295858,0.6600594648166501,0.038773662298166686,grid_graph700,True
random_edge_sparsifier,bench_structural_noise_filtering,0.4,0.5456959004338144,0.3751387347391787,-0.016914402870323163,-0.07398115352660808,0.0,0.0,,,0.002962962962962963,0.0008204533332556113,1.9634561107205293,1.327871088142406,0.0,0.0,338,227474,0,338,1.0,0.5,0.6666666666666666,0.03849001794597505,grid_graph700,True
random_edge_sparsifier,bench_structural_noise_filtering,0.5,0.6313940024000471,0.34795613160518446,-0.016914402870323163,-0.02749349421773012,0.0,0.0,,,0.002962962962962963,0.000852276308987985,1.9634561107205293,1.566795223138379,0.0,0.0,349,227474,0,327,1.0,0.5162721893491125,0.6809756097560976,0.03785852066726513,grid_graph700,True
simmelian_sparsifier,bench_noise_filtering,0.1,0.745910581150682,0.9001331557922769,,0.9288259902469393,0.0,0.0,13.01925925925926,,0.005925925925925926,0.00357630968651336,4.0,2.1219720454864337,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_noise_filtering,0.2,0.6279491873491718,0.8,,0.7283929953588568,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0027857862263476036,4.0,2.39893218483373,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_noise_filtering,0.3,0.5824532960263045,0.7001553599171414,,0.3312032972266212,0.0,0.0,13.01925925925926,,0.005925925925925926,0.002550639641246128,4.0,2.821656873825623,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_noise_filtering,0.4,0.6000000074103694,0.6003552397868561,,-0.011769436835721837,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0026671404038609583,4.0,3.618337090596154,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_noise_filtering,0.5,0.6052238903969067,0.5076980848666917,,0.03288581107882077,0.0,0.0007841743662639185,13.01925925925926,,0.005925925925925926,0.0029683546420251248,4.0,4.5461800842660125,0.0,0.0010067114093959733,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_net2net_filtering,,1.0,1.0,,,0.0,0.0,13.01925925925926,13.01925925925926,0.005925925925925926,0.005925925925925926,4.0,4.0,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_structural_noise_filtering,0.1,0.7456521770800671,0.9001331557922769,,0.9180540458873863,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0035530113071864503,4.0,2.0830150931480143,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_structural_noise_filtering,0.2,0.6251129218265539,0.8,,0.7448409432642984,0.0,0.0,13.01925925925926,,0.005925925925925926,0.0027606665457854097,4.0,2.3829763733592166,0.0,0.0,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_structural_noise_filtering,0.3,0.5861788678281322,0.7001553599171414,,0.40713919160359097,0.0,0.0016105303910181957,13.01925925925926,,0.005925925925925926,0.0025547903973750885,4.0,2.872976197516676,0.0,0.001187883587408434,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_structural_noise_filtering,0.4,0.6050613582055504,0.6000887705281847,,0.010768631240105277,0.0,0.0031143490115882752,13.01925925925926,,0.005925925925925926,0.0026519735014525233,4.0,3.6254630579696174,0.0,0.0032568238213399503,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
simmelian_sparsifier,bench_structural_noise_filtering,0.5,0.619940041099921,0.503725782414307,,0.008041587057442371,0.0,0.0060790492199787535,13.01925925925926,,0.005925925925925926,0.003018745690920481,4.0,4.686452963074058,0.0,0.005890694883822406,1352,226798,0,0,1.0,1.0,1.0,0.0,grid_graph700,True
mst,bench_noise_filtering,0.1,0.2000000010607059,0.2316205533596838,,0.04250954303340272,0.0,0.0,11.022774327122153,,0.008281573498964804,0.002713017887524716,4.0,2.16670570614184,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_noise_filtering,0.2,0.03773584944925512,0.20943531093638312,,-0.07895377128953893,0.0,0.0,11.022774327122153,,0.008281573498964804,0.0022939340652377107,4.0,2.0745974741465254,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_noise_filtering,0.3,0.05298759926191964,0.19087947882736156,,-0.1375785733807048,0.0,0.0,11.022774327122153,,0.008281573498964804,0.00218862373740587,4.0,2.330626624867843,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_noise_filtering,0.4,0.052183174297489046,0.18198757763975154,,-0.14623505122511798,0.0,0.0,11.022774327122153,,0.008281573498964804,0.00212311332429591,4.0,2.4950938597357672,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_noise_filtering,0.5,0.05000000058925015,0.1795343137254902,,-0.1257425479122173,0.0,0.0,11.022774327122153,,0.008281573498964804,0.0020789885297184565,4.0,2.474690149655814,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_net2net_filtering,,0.2644628112607592,0.25302245250431776,,-0.1643028890163671,0.0,0.0,11.022774327122153,40.63381414369557,0.008281573498964804,0.004132231404958678,4.0,2.364488493347716,0.0,0.0,483,115918,0,485,1.0,0.4989669421487603,0.6657477601654032,0.06441538709040043,grid_graph500,True
mst,bench_structural_noise_filtering,0.1,0.9793118371704187,0.9011194029850746,-0.1643028890163671,0.009322734729107555,0.0,0.0,40.63381414369557,,0.004132231404958678,0.003192186290274552,2.364488493347716,2.217560166287343,0.0,0.0,483,116403,0,0,1.0,1.0,1.0,0.0,grid_graph500,True
mst,bench_structural_noise_filtering,0.2,0.9612270162162903,0.8009950248756219,-0.1643028890163671,0.0457205572569078,0.0,0.0,40.63381414369557,,0.004132231404958678,0.002635190057073934,2.364488493347716,2.1600906568024376,0.0,0.0,483,116403,0,0,1.0,1.0,1.0,0.0,grid_graph500,True
